"","Code","company","details","date","close","x52_high","x52_low","x200_ma","x52_chg_pct","price_vol","avg_vol","pe_z","pe_ratio_ttm","pbr_z","price_book_mrq","market_cap_millions","shares_market_cap","shares_outstanding_millions","return_on_equity_ttm_percent","der_z","total_debt_equity_mrq","profit_margin_percent","operating_margin_ttm_percent","enterprise_value_ebitda","qgyoy_adjusted","qrgyoy_z","qrgyoy","quarterly_revenue_growth_yoy_percent"
"89","GCY.AX","Gascoyne Resources","Gascoyne Resources Limited is a mineral exploration and development company. The Company is engaged in the exploration for gold and evaluation of the development options for its Australian gold projects. The Company holds mining leases and exploration licenses and applications totaling approximately 4,000 square kilometers in the Gascoyne and Murchison regions of Western Australia. Its Dalgaranga gold project is located approximately 70 kilometers Northwest of Mt Magnet in the Murchison gold mining region of Western Australia. Its Glenburgh gold project is located in the Southern Gascoyne Province of Western Australia approximately 250 kilometers east of Carnarvon. The Glenburgh gold project consists of a gold mineralized system hosted in interpreted remnants of Archaean terrain in a Proterozoic mobile belt. Its Egerton project consists of approximately two granted mining leases and over three granted exploration licenses.",2021-02-12,0.49,0.68,0.41,0.53,-17.42,0.51,471801,0.32,12.5,-0.49,0.45,125.43,0.5,250.86,3.52,1.62,143.3,1.16,5.32,4.2,83.6,0.92,109,83.6
"90","GPR.AX","Geopacific Resources","Geopacific Resources Limited is an Australia-based mineral exploration company. The Company is focused on gold and copper deposits in Cambodia and Fiji. The Company has two operating segments, which include mineral exploration and development in Cambodia and Fiji. The Company's projects include the Kou Sa Project and the Fiji projects, which include Sabeto-Vuda, Rakiraki, Cakaudrove and Nabila projects. The Kou Sa Project is located in Cambodia's Chep District, Phreah Vihear province. It has drilled approximately 25,000 meters in the Kou Sa Project. Its subsidiary, Geopacific Limited, owns the Sabeto-Vuda project. The Rakiraki Project area comprises approximately three licenses located over 30 kilometers north of the Vatukoula epithermal gold deposit. The Cakaudrove Project comprises approximately one license held over the Cakaudrove Peninsula on the island of Vanua Levu. The Nabila project area comprises approximately two licenses, such as Nabila (SPL 1216) and Kavukavu (SPL 1415).",2021-02-12,0.4,0.74,0.2,0.55,0,0.98,216327,-0.19,0,-0.43,1.03,69.81,0.32,218.81,-14.11,-0.27,0.05,0,0,-6.14,0,-1.07,1,0
"91","GRL.AX","Godolphin Resources Limited","Godolphin Resources Ltd is an Australia-based exploration and development company. The Company’s projects include Mount Aubrey Epithermal Gold-Silver Project, Copper Hill East Gold-Copper Project, Lewis Ponds Gold-Base Metal Project, Yeoval Porphyry Copper-Gold Project, Wiseman's Creek Gold-Silver Project, Calarie Gold Project and Gundagai Gold Project. Mount Aubrey Epithermal Gold-Silver Project is located approximately 40 kilometre northeast of Parkes and 30 kilometre southeast of Yeoval and consists of one tenement (EL8543) of around 194 kilometre. The Copper Hill East Project consists of two tenements (EL8556, EL8901) covering an area of around 290 kilometre and is located approximately 35 kilometre north of Orange. Lewis Ponds consists of one tenement (EL5583) which covers approximately 148 kilometre located around 15 kilometre east of Orange. The Yeoval Project is located approximately 70 kilometre northwest of Orange in central New South Wales.",2021-02-12,0.24,0.41,0.09,0.24,0,1.33,275790,-0.19,0,-0.41,1.22,20.18,0.24,84.1,0,-0.27,0,0,0,-15.42,0,-1.07,1,0
"92","GOR.AX","Gold Road Resources","Gold Road Resources Ltd is an Australia-based gold production and exploration company. The Company operates through two segments: Development and Production and Exploration. The Development and Production segment consists of the joint Gruyere operation with Gold Fields. The Exploration segment includes the activities on all mineral exploration and the Gruyere JV tenements. The Gruyere gold mine is located approximately 200 kilometers (kms) east of Laverton, in Western Australia. The Golden Highway project is located approximately 25 kilometers west of the Gruyere Gold Mine on the western side of the Yamarna Greenstone Belt.",2021-02-12,1.19,2.02,0.8,1.46,0,0.84,5755008,1.09,31,-0.24,2.95,1091,1.24,879.92,10.31,0.23,38.31,16.95,26.4,13.69,0,-1.07,1,0
"93","GSM.AX","Golden State Mining Limited","Golden State Mining Ltd is an Australia-based mineral exploration company. The Company is engaged in exploring for gold and lithium mineralization in Western Australia. Its projects include Cue, Yule and Four Mile Well. Its Cue Project is located adjacent to the historical town of Cue in the Murchison district, approximately 660 kilometer (km) by road northeast of Perth. The Yule Project is located between 35km and 65km southwest of Port Hedland in the Pilbara region of Western Australia and comprises three granted exploration licenses for a total of approximately 435 km square. The Four Mile Well Project is located approximately 10km to the north of Laverton in the Eastern Goldfields and consists of a single 38 block exploration license. The Company’s subsidiaries include Cue Consolidated Mining Pty Ltd and Crown Mining Pty Ltd.",2021-02-12,0.14,0.7,0.06,0.26,0,2.46,137071,-0.19,0,-0.21,3.22,8.21,0.14,56.64,-73.91,-0.27,0,0,-3676.42,-3.65,8662,2.04,170,8662
"94","GNG.AX","GR Engineering Services","GR Engineering Services Limited is an engineering, consulting and contracting company. The Company's principal activities include the provision of process engineering, design and construction services to the mining and mineral processing industry, and the provision of operations, maintenance and well management services to the oil and the gas sector. Its segments include Mineral Processing, and Oil and Gas. Its services cover all aspects of the project life cycle from the initial evaluation and study phase through to design, construction, commissioning and operational support. The Company carries out all engineering design, including process, civil, structural, mechanical, piping, electrical and instrumentation/control design. It also carries out site structural, mechanical, piping and electrical construction, and installation works. The Company provides services for projects associated with a range of precious and industrial commodities. It operates in Australia and Overseas.",2021-02-12,1.31,1.32,0.6,1.05,0,0.69,35047,-0.19,0,0.06,5.84,204.8,1.32,155.15,-17.88,0.01,21.51,-3.22,-4.63,-19.16,-0.426,-0.53,30,42.6
"95","GRR.AX","Grange Resources","Grange Resources Limited is an Australia-based company, which owns and operates iron ore mining and pellet production business located in the northwest region of Tasmania. The Company operates through the segment of exploration, evaluation and development of mineral resources and iron ore mining operations. The principal activities of the Company include the mining, processing and sale of iron ore, and the ongoing exploration, evaluation and development of mineral resources particularly, the Southdown Magnetite and associated Pellet Plant Projects. The Southdown Magnetite deposit is located approximately 90 kilometers (km) northeast of Albany on the South coast of Western Australia. Southdown Magnetite and Associated Pellet Project(s) is a joint venture between Grange Resources Limited and SRT Australia Pty Ltd. The joint venture proposes to mine and exports iron ore pellets and concentrates. Its Savage River magnetite iron ore mine is 100 km southwest of the city of Burnie.",2021-02-12,0.37,0.41,0.15,0.27,0,0.96,1655059,-0.04,3.77,-0.46,0.79,462.94,0.4,1160,22.65,-0.24,2.67,26.75,32.36,1.66,61.1,0.79,102,61.1
"96","GTE.AX","Great Western Exploration","Great Western Exploration Limited is an Australia-based mineral exploration company. The Company is engaged in exploring copper, gold and nickel. The Company's segments include Doolgunna Base Metals, Kazakhstan Copper, Forrestania Nickel & Gold, Xstrata Base Metal, Millrose Gold and Other. The Company focuses on its Yerrida Basin projects in the Doolgunna region of Western Australia, which is focusing on copper sulfide, magmatic nickel sulfide and lode gold style of mineralization. Its Yerrida basin consists of approximately 10 exploration licenses for a total of approximately 1,415 square kilometers area. Its Chisel prospect is located approximately 40 kilometers northwest of Wiluna. Its New Springs nickel prospect is located in the Yerrida basin approximately 85 kilometers northwest of the Wiluna. Its Finlayson gold prospect is within the Cunyu joint venture (JV) project, which is located approximately 70 kilometers northwest of the Wiluna gold deposit.",2021-02-12,0.28,0.34,0.03,0.23,0,1.35,76705,-0.19,0,-0.41,1.3,34.86,0.3,116.2,-17.61,-0.27,0,0,-9319.34,-28.11,95.6,0.97,112,95.6
"97","GGG.AX","Greenland Minerals Limited","Greenland Minerals Ltd, formerly Greenland Minerals and Energy Limited, is an Australia-based exploration and development company. The Company is focused on developing mineral projects in Greenland. The Company’s project is Kvanefjeld Rare Earth Project. The Kvanefjeld Rare Earth Project is centred on the Ilimaussaq Alkaline Complex in southern Greenland. The mineralization in the Kvanefjeld Rare Earth Project is hosted by a rock-type called lujavrite, and is enriched in rare earths, uranium, and zinc.",2021-02-12,0.2,0.36,0.07,0.26,0,1.12,3142362,-0.19,0,-0.3,2.34,248.08,0.19,1340,-3.48,-0.27,0.6,0,-2869.44,-61,125.7,1.07,117,125.7
"98","GWR.AX","GWR Group","GWR Group Limited (GWR) is engaged in the exploration and evaluation of its mining projects in Australia. The Company focuses on the discovery and development of mineral commodities. The Company holds interest in the Hatches Creek Tungsten Project, which is located approximately 375 kilometers northeast of Alice Springs in the Northern Territory. Its Wiluna West Gold Project refers to the gold located on GWR's Wiluna West tenements. Its Wiluna West Iron Ore Project is a direct-shipping ore (DSO) iron ore resource project. The Company holds interest in Tungsten Mining NL, which focuses on the development and exploitation of tungsten deposits, in particular, the Kilba project in the Gascoyne region of Western Australia. The Company, through its subsidiary, RWG Minerals Pty Ltd holds tenement applications covering mineral commodities, such as gold-Twin Hills E29/950, tungsten-Ted Well E09/2141, gypsum-Lake MacLeod ELA08/2684 and tungsten/tantalite-Nardoo Well ELA09/2114.",2021-02-12,0.31,0.47,0.05,0.21,0,2,1812079,-0.19,0,0.35,8.61,78.96,0.26,301.71,-21.55,-0.27,0,0,-504.96,-30.37,0,-1.07,1,0
"99","HFR.AX","Highfield Resources","Highfield Resources Limited (Highfield) is an Australia-based company engaged in mineral exploration. The Company has around four potash projects. The Company's Muga, Vipasca, Izaga, Pintanos and Sierra del Perdon potash projects are located in the Ebro potash producing basin in northern Spain covering a project area of over 550 square kilometers. The Muga project targets the shallow sylvinite beds to the south east of the project area. The Muga project is located approximately 50 kilometers to the southeast of Pamplona. The Sierra del Perdon project is located approximately 10 kilometers from Pamplona. The Vipasca project area includes the Vipasca permit, the Borneau permit and the Osquia permit. The Pintanos project covers an area of around 125 square kilometers abutting the Muga-Vipasca project. The Izaga project is located in a syncline structure abutting the northern extent of the expanded Vipasca project.",2021-02-12,0.63,0.78,0.24,0.57,0,0.95,73631,-0.19,0,-0.38,1.51,204.35,0.62,329.6,-17.4,-0.27,0,0,0,-27.92,0,-1.07,1,0
"100","HRZ.AX","Horizon Minerals Limited","Horizon Minerals Limited, formerly Intermin Resources Limited, is an exploration and development company, which is focused on Australian resource projects. The Company’s projects include Boorara Gold Project, Binduli gold project, Teal project, Baden Powell and Windanya project, Kanowna North gold project, Anthill project, Blister Dam project, and Area 54 and Yarmany. Boorara Gold Project is 10 kilometers (km) east of Kalgoorlie’s Super Pit gold mine located on the eastern edge of the city of Kalgoorlie-Boulder, Western Australia. Binduli gold project area comprises approximately 98.8 square kilometers and is located five to 20 km west of Kalgoorlie-Boulder. Teal project is in approximately 11 km northwest of Kalgoorlie in Western Australia. Kanowna North gold project is located 35 km north of Kalgoorlie. Blister Dam project is located 65 km northwest of Kalgoorlie-Boulder. Anthill project is in 54 km northwest of Kalgoorlie-Boulder in Western Australia.",2021-02-12,0.12,0.18,0.05,0.12,0,1.08,970079,2.08,55,-0.43,1.08,62.48,0.11,567.97,2.33,-0.15,9.51,33.5,-76.3,-23.01,0,-1.07,1,0
